"","Município - UF"
"5381","Tanabi - SP"
"5382","Tapiraí - SP"
"5383","Tapiratiba - SP"
"5384","Taquaral - SP"
"5385","Taquaritinga - SP"
"5386","Taquarituba - SP"
"5387","Taquarivaí - SP"
"5388","Tarabai - SP"
"5389","Tarumã - SP"
"5390","Tatuí - SP"
"5391","Taubaté - SP"
"5392","Tejupá - SP"
"5393","Teodoro Sampaio - SP"
"5394","Terra Roxa - SP"
"5395","Tietê - SP"
"5396","Timburi - SP"
"5397","Torre de Pedra - SP"
"5398","Torrinha - SP"
"5399","Trabiju - SP"
"5400","Tremembé - SP"
"5401","Três Fronteiras - SP"
"5402","Tuiuti - SP"
"5403","Tupã - SP"
"5404","Tupi Paulista - SP"
"5405","Turiúba - SP"
"5406","Turmalina - SP"
"5407","Ubarana - SP"
"5408","Ubatuba - SP"
"5409","Ubirajara - SP"
"5410","Uchoa - SP"
"5411","União Paulista - SP"
"5412","Urânia - SP"
"5413","Uru - SP"
"5414","Urupês - SP"
"5415","Valentim Gentil - SP"
"5416","Valinhos - SP"
"5417","Valparaíso - SP"
"5418","Vargem - SP"
"5419","Vargem Grande do Sul - SP"
"5420","Vargem Grande Paulista - SP"
"5421","Várzea Paulista - SP"
"5422","Vera Cruz - SP"
"5423","Vinhedo - SP"
"5424","Viradouro - SP"
"5425","Vista Alegre do Alto - SP"
"5426","Vitória Brasil - SP"
"5427","Votorantim - SP"
"5428","Votuporanga - SP"
"5429","Zacarias - SP"
"5430","Abreulândia - TO"
"5431","Aguiarnópolis - TO"
"5432","Aliança do Tocantins - TO"
"5433","Almas - TO"
"5434","Alvorada - TO"
"5435","Ananás - TO"
"5436","Angico - TO"
"5437","Aparecida do Rio Negro - TO"
"5438","Aragominas - TO"
"5439","Araguacema - TO"
"5440","Araguaçu - TO"
"5441","Araguaína - TO"
"5442","Araguanã - TO"
"5443","Araguatins - TO"
"5444","Arapoema - TO"
"5445","Arraias - TO"
"5446","Augustinópolis - TO"
"5447","Aurora do Tocantins - TO"
"5448","Axixá do Tocantins - TO"
"5449","Babaçulândia - TO"
"5450","Bandeirantes do Tocantins - TO"
"5451","Barra do Ouro - TO"
"5452","Barrolândia - TO"
"5453","Bernardo Sayão - TO"
"5454","Bom Jesus do Tocantins - TO"
"5455","Brasilândia do Tocantins - TO"
"5456","Brejinho de Nazaré - TO"
"5457","Buriti do Tocantins - TO"
"5458","Cachoeirinha - TO"
"5459","Campos Lindos - TO"
"5460","Cariri do Tocantins - TO"
"5461","Carmolândia - TO"
"5462","Carrasco Bonito - TO"
"5463","Caseara - TO"
"5464","Centenário - TO"
"5465","Chapada da Natividade - TO"
"5466","Chapada de Areia - TO"
"5467","Colinas do Tocantins - TO"
"5468","Colméia - TO"
"5469","Combinado - TO"
"5470","Conceição do Tocantins - TO"
"5471","Couto Magalhães - TO"
"5472","Cristalândia - TO"
"5473","Crixás do Tocantins - TO"
"5474","Darcinópolis - TO"
"5475","Dianópolis - TO"
"5476","Divinópolis do Tocantins - TO"
"5477","Dois Irmãos do Tocantins - TO"
"5478","Dueré - TO"
"5479","Esperantina - TO"
"5480","Fátima - TO"
"5481","Figueirópolis - TO"
"5482","Filadélfia - TO"
"5483","Formoso do Araguaia - TO"
"5484","Fortaleza do Tabocão - TO"
"5485","Goianorte - TO"
"5486","Goiatins - TO"
"5487","Guaraí - TO"
"5488","Gurupi - TO"
"5489","Ipueiras - TO"
"5490","Itacajá - TO"
"5491","Itaguatins - TO"
"5492","Itapiratins - TO"
"5493","Itaporã do Tocantins - TO"
"5494","Jaú do Tocantins - TO"
"5495","Juarina - TO"
"5496","Lagoa da Confusão - TO"
"5497","Lagoa do Tocantins - TO"
"5498","Lajeado - TO"
"5499","Lavandeira - TO"
"5500","Lizarda - TO"
"5501","Luzinópolis - TO"
"5502","Marianópolis do Tocantins - TO"
"5503","Mateiros - TO"
"5504","Maurilândia do Tocantins - TO"
"5505","Miracema do Tocantins - TO"
"5506","Miranorte - TO"
"5507","Monte do Carmo - TO"
"5508","Monte Santo do Tocantins - TO"
"5509","Muricilândia - TO"
"5510","Natividade - TO"
"5511","Nazaré - TO"
"5512","Nova Olinda - TO"
"5513","Nova Rosalândia - TO"
"5514","Novo Acordo - TO"
"5515","Novo Alegre - TO"
"5516","Novo Jardim - TO"
"5517","Oliveira de Fátima - TO"
"5518","Palmas - TO"
"5519","Palmeirante - TO"
"5520","Palmeiras do Tocantins - TO"
"5521","Palmeirópolis - TO"
"5522","Paraíso do Tocantins - TO"
"5523","Paranã - TO"
"5524","Pau D'Arco - TO"
"5525","Pedro Afonso - TO"
"5526","Peixe - TO"
"5527","Pequizeiro - TO"
"5528","Pindorama do Tocantins - TO"
"5529","Piraquê - TO"
"5530","Pium - TO"
"5531","Ponte Alta do Bom Jesus - TO"
"5532","Ponte Alta do Tocantins - TO"
"5533","Porto Alegre do Tocantins - TO"
"5534","Porto Nacional - TO"
"5535","Praia Norte - TO"
"5536","Presidente Kennedy - TO"
"5537","Pugmil - TO"
"5538","Recursolândia - TO"
"5539","Riachinho - TO"
"5540","Rio da Conceição - TO"
"5541","Rio dos Bois - TO"
"5542","Rio Sono - TO"
"5543","Sampaio - TO"
"5544","Sandolândia - TO"
"5545","Santa Fé do Araguaia - TO"
"5546","Santa Maria do Tocantins - TO"
"5547","Santa Rita do Tocantins - TO"
"5548","Santa Rosa do Tocantins - TO"
"5549","Santa Tereza do Tocantins - TO"
"5550","Santa Terezinha do Tocantins - TO"
"5551","São Bento do Tocantins - TO"
"5552","São Félix do Tocantins - TO"
"5553","São Miguel do Tocantins - TO"
"5554","São Salvador do Tocantins - TO"
"5555","São Sebastião do Tocantins - TO"
"5556","São Valério - TO"
"5557","Silvanópolis - TO"
"5558","Sítio Novo do Tocantins - TO"
"5559","Sucupira - TO"
"5560","Taguatinga - TO"
"5561","Taipas do Tocantins - TO"
"5562","Talismã - TO"
"5563","Tocantínia - TO"
"5564","Tocantinópolis - TO"
"5565","Tupirama - TO"
"5566","Tupiratins - TO"
"5567","Wanderlândia - TO"
"5568","Xambioá - TO"
